"production","date","capacity","gross","nominations","wins","type","year"
"42nd-street-3963",1983-01-16,99,417929,8,2,"Musical","1981"
"42nd-street-3963",1983-01-23,87,751206,8,2,"Musical","1981"
"42nd-street-3963",1983-01-30,74,548412,8,2,"Musical","1981"
"42nd-street-3963",1983-02-06,64,391663,8,2,"Musical","1981"
"42nd-street-3963",1984-10-28,85,358484,8,2,"Musical","1981"
"42nd-street-3963",1984-11-04,72,302599,8,2,"Musical","1981"
"42nd-street-3963",1984-11-11,80,333512,8,2,"Musical","1981"
"42nd-street-3963",1984-11-18,79,327153,8,2,"Musical","1981"
"42nd-street-3963",1984-11-25,91,407629,8,2,"Musical","1981"
"42nd-street-3963",1984-12-02,72,310558,8,2,"Musical","1981"
"42nd-street-3963",1984-12-09,75,331877,8,2,"Musical","1981"
"42nd-street-3963",1984-12-16,69,294212,8,2,"Musical","1981"
"42nd-street-3963",1984-12-23,58,247958,8,2,"Musical","1981"
"42nd-street-3963",1984-12-30,97,449815,8,2,"Musical","1981"
"42nd-street-3963",1985-01-06,78,331457,8,2,"Musical","1981"
"42nd-street-3963",1985-01-13,64,272566,8,2,"Musical","1981"
"42nd-street-3963",1985-01-20,57,245501,8,2,"Musical","1981"
"42nd-street-3963",1985-01-27,56,247687,8,2,"Musical","1981"
"42nd-street-3963",1985-02-03,48,201173,8,2,"Musical","1981"
"42nd-street-3963",1985-02-10,47,91835,8,2,"Musical","1981"
"42nd-street-3963",1985-02-17,65,284542,8,2,"Musical","1981"
"42nd-street-3963",1985-02-24,72,284153,8,2,"Musical","1981"
"42nd-street-3963",1985-03-03,55,227101,8,2,"Musical","1981"
"42nd-street-3963",1985-03-10,65,263680,8,2,"Musical","1981"
"42nd-street-3963",1985-03-17,76,304387,8,2,"Musical","1981"
"42nd-street-3963",1985-03-24,79,314571,8,2,"Musical","1981"
"42nd-street-3963",1985-03-31,77,306070,8,2,"Musical","1981"
"42nd-street-3963",1985-04-07,82,326737,8,2,"Musical","1981"
"42nd-street-3963",1985-04-14,92,378308,8,2,"Musical","1981"
"42nd-street-3963",1981-08-09,103,395169,8,2,"Musical","1981"
"42nd-street-3963",1981-08-16,104,395852,8,2,"Musical","1981"
"42nd-street-3963",1981-08-23,104,395052,8,2,"Musical","1981"
"42nd-street-3963",1981-08-30,104,397087,8,2,"Musical","1981"
"42nd-street-3963",1981-09-06,104,397383,8,2,"Musical","1981"
"42nd-street-3963",1981-09-13,104,398850,8,2,"Musical","1981"
"42nd-street-3963",1981-09-20,104,395970,8,2,"Musical","1981"
"42nd-street-3963",1981-09-27,104,399791,8,2,"Musical","1981"
"42nd-street-3963",1981-10-04,104,395511,8,2,"Musical","1981"
"42nd-street-3963",1981-10-11,104,402338,8,2,"Musical","1981"
"42nd-street-3963",1981-10-18,104,398828,8,2,"Musical","1981"
"42nd-street-3963",1981-10-25,104,397346,8,2,"Musical","1981"
"42nd-street-3963",1981-11-01,104,400908,8,2,"Musical","1981"
"42nd-street-3963",1981-11-08,104,403761,8,2,"Musical","1981"
"42nd-street-3963",1981-11-15,104,405287,8,2,"Musical","1981"
"42nd-street-3963",1981-11-22,104,403203,8,2,"Musical","1981"
"42nd-street-3963",1981-11-29,104,405218,8,2,"Musical","1981"
"42nd-street-3963",1988-07-24,73,230359,8,2,"Musical","1981"
"42nd-street-3963",1988-07-31,69,231112,8,2,"Musical","1981"
"42nd-street-3963",1983-08-28,94,407903,8,2,"Musical","1981"
"42nd-street-3963",1983-09-04,99,392505,8,2,"Musical","1981"
"42nd-street-3963",1983-09-11,88,353617,8,2,"Musical","1981"
"42nd-street-3963",1983-09-18,94,385482,8,2,"Musical","1981"
"42nd-street-3963",1983-09-25,95,400217,8,2,"Musical","1981"
"42nd-street-3963",1983-10-02,97,398673,8,2,"Musical","1981"
"42nd-street-3963",1983-10-09,98,424766,8,2,"Musical","1981"
"42nd-street-3963",1983-10-16,98,419330,8,2,"Musical","1981"
"42nd-street-3963",1983-10-23,99,425785,8,2,"Musical","1981"
"42nd-street-3963",1983-10-30,97,409587,8,2,"Musical","1981"
"42nd-street-3963",1983-11-06,91,388671,8,2,"Musical","1981"
"42nd-street-3963",1983-11-13,93,401444,8,2,"Musical","1981"
"42nd-street-3963",1983-11-20,86,364882,8,2,"Musical","1981"
"42nd-street-3963",1983-11-27,99,446161,8,2,"Musical","1981"
"42nd-street-3963",1983-12-04,81,352166,8,2,"Musical","1981"
"42nd-street-3963",1983-12-11,86,371057,8,2,"Musical","1981"
"42nd-street-3963",1983-12-18,74,311170,8,2,"Musical","1981"
"42nd-street-3963",1983-12-25,53,210308,8,2,"Musical","1981"
"42nd-street-3963",1984-01-01,103,477874,8,2,"Musical","1981"
"42nd-street-3963",1984-01-08,83,348890,8,2,"Musical","1981"
"42nd-street-3963",1984-01-15,78,332627,8,2,"Musical","1981"
"42nd-street-3963",1984-01-22,72,305707,8,2,"Musical","1981"
"42nd-street-3963",1984-01-29,75,314405,8,2,"Musical","1981"
"42nd-street-3963",1984-02-05,69,286313,8,2,"Musical","1981"
"42nd-street-3963",1984-02-12,71,297009,8,2,"Musical","1981"
"42nd-street-3963",1987-06-21,59,221902,8,2,"Musical","1981"
"42nd-street-3963",1987-06-28,64,239858,8,2,"Musical","1981"
"42nd-street-3963",1987-07-05,44,163295,8,2,"Musical","1981"
"42nd-street-3963",1987-07-12,54,204796,8,2,"Musical","1981"
"42nd-street-3963",1987-07-19,64,242573,8,2,"Musical","1981"
"42nd-street-3963",1987-07-26,61,227085,8,2,"Musical","1981"
"42nd-street-3963",1987-08-02,67,239432,8,2,"Musical","1981"
"42nd-street-3963",1987-08-09,72,270999,8,2,"Musical","1981"
"42nd-street-3963",1987-08-16,76,275238,8,2,"Musical","1981"
"42nd-street-3963",1987-08-23,71,271118,8,2,"Musical","1981"
"42nd-street-3963",1987-08-30,70,259067,8,2,"Musical","1981"
"42nd-street-3963",1987-09-06,56,208667,8,2,"Musical","1981"
"42nd-street-3963",1987-09-13,43,194270,8,2,"Musical","1981"
"42nd-street-3963",1987-09-20,56,232265,8,2,"Musical","1981"
"42nd-street-3963",1987-09-27,57,227722,8,2,"Musical","1981"
"42nd-street-3963",1987-10-04,58,232865,8,2,"Musical","1981"
"42nd-street-3963",1987-10-11,69,276251,8,2,"Musical","1981"
"42nd-street-3963",1987-10-18,62,252953,8,2,"Musical","1981"
"42nd-street-3963",1987-10-25,58,236200,8,2,"Musical","1981"
"42nd-street-3963",1987-11-01,39,164004,8,2,"Musical","1981"
"42nd-street-3963",1987-11-08,48,203311,8,2,"Musical","1981"
"42nd-street-3963",1987-11-15,51,203936,8,2,"Musical","1981"
"42nd-street-3963",1987-11-22,49,198219,8,2,"Musical","1981"
"42nd-street-3963",1987-11-29,66,269987,8,2,"Musical","1981"
"42nd-street-3963",1987-12-06,69,254225,8,2,"Musical","1981"
"42nd-street-3963",1987-12-13,61,461548,8,2,"Musical","1981"
"42nd-street-3963",1987-12-20,45,318472,8,2,"Musical","1981"
"42nd-street-3963",1987-12-27,66,454066,8,2,"Musical","1981"
"42nd-street-3963",1988-01-03,87,706342,8,2,"Musical","1981"
"42nd-street-3963",1988-01-10,40,313024,8,2,"Musical","1981"
"42nd-street-3963",1988-01-17,47,333412,8,2,"Musical","1981"
"42nd-street-3963",1988-01-24,46,312624,8,2,"Musical","1981"
"42nd-street-3963",1988-01-31,41,283186,8,2,"Musical","1981"
"42nd-street-3963",1988-02-07,38,265268,8,2,"Musical","1981"
"42nd-street-3963",1988-02-14,57,431950,8,2,"Musical","1981"
"42nd-street-3963",1988-02-21,52,367714,8,2,"Musical","1981"
"42nd-street-3963",1988-02-28,46,326370,8,2,"Musical","1981"
"42nd-street-3963",1988-03-06,49,340946,8,2,"Musical","1981"
"42nd-street-3963",1988-03-13,50,362232,8,2,"Musical","1981"
"42nd-street-3963",1981-05-31,101,370768,8,2,"Musical","1981"
"42nd-street-3963",1984-07-08,74,284450,8,2,"Musical","1981"
"42nd-street-3963",1984-07-15,89,346084,8,2,"Musical","1981"
"42nd-street-3963",1984-07-22,83,318303,8,2,"Musical","1981"
"42nd-street-3963",1984-07-29,82,318484,8,2,"Musical","1981"
"42nd-street-3963",1984-08-05,80,311211,8,2,"Musical","1981"
"42nd-street-3963",1984-08-12,87,339798,8,2,"Musical","1981"
"42nd-street-3963",1984-08-19,88,346262,8,2,"Musical","1981"
"42nd-street-3963",1984-08-26,86,341299,8,2,"Musical","1981"
"42nd-street-3963",1984-09-02,82,316768,8,2,"Musical","1981"
"42nd-street-3963",1984-09-09,66,267175,8,2,"Musical","1981"
"42nd-street-3963",1984-09-16,79,327545,8,2,"Musical","1981"
"42nd-street-3963",1987-03-22,60,244401,8,2,"Musical","1981"
"42nd-street-3963",1987-03-29,62,253341,8,2,"Musical","1981"
"42nd-street-3963",1983-02-13,58,367391,8,2,"Musical","1981"
"42nd-street-3963",1983-02-20,93,739089,8,2,"Musical","1981"
"42nd-street-3963",1983-02-27,83,515610,8,2,"Musical","1981"
"42nd-street-3963",1983-03-06,61,448064,8,2,"Musical","1981"
"42nd-street-3963",1983-03-13,65,357990,8,2,"Musical","1981"
"42nd-street-3963",1983-03-20,82,475598,8,2,"Musical","1981"
"42nd-street-3963",1983-03-27,83,467607,8,2,"Musical","1981"
"42nd-street-3963",1983-04-03,102,435592,8,2,"Musical","1981"
"42nd-street-3963",1983-04-10,78,491994,8,2,"Musical","1981"
"42nd-street-3963",1983-04-17,66,468542,8,2,"Musical","1981"
"42nd-street-3963",1983-04-24,76,516159,8,2,"Musical","1981"
"42nd-street-3963",1983-05-01,67,479481,8,2,"Musical","1981"
"42nd-street-3963",1983-05-08,72,600528,8,2,"Musical","1981"
"42nd-street-3963",1983-05-15,90,489721,8,2,"Musical","1981"
"42nd-street-3963",1983-05-22,71,453154,8,2,"Musical","1981"
"42nd-street-3963",1983-05-29,96,401395,8,2,"Musical","1981"
"42nd-street-3963",1981-06-07,102,380730,8,2,"Musical","1981"
"42nd-street-3963",1981-06-14,103,385149,8,2,"Musical","1981"
"42nd-street-3963",1986-11-02,52,217993,8,2,"Musical","1981"
"42nd-street-3963",1986-11-09,64,277875,8,2,"Musical","1981"
"42nd-street-3963",1986-11-16,58,250838,8,2,"Musical","1981"
"42nd-street-3963",1986-11-23,54,234357,8,2,"Musical","1981"
"42nd-street-3963",1986-11-30,70,310292,8,2,"Musical","1981"
"42nd-street-3963",1986-12-07,63,278191,8,2,"Musical","1981"
"42nd-street-3963",1986-12-14,58,253095,8,2,"Musical","1981"
"42nd-street-3963",1986-12-21,41,174810,8,2,"Musical","1981"
"42nd-street-3963",1986-12-28,73,318061,8,2,"Musical","1981"
"42nd-street-3963",1987-01-04,79,338327,8,2,"Musical","1981"
"42nd-street-3963",1987-01-11,49,202323,8,2,"Musical","1981"
"42nd-street-3963",1987-01-18,51,214875,8,2,"Musical","1981"
"42nd-street-3963",1987-01-25,36,153004,8,2,"Musical","1981"
"42nd-street-3963",1987-02-01,32,132499,8,2,"Musical","1981"
"42nd-street-3963",1987-02-08,36,150033,8,2,"Musical","1981"
"42nd-street-3963",1987-02-15,55,234225,8,2,"Musical","1981"
"42nd-street-3963",1987-02-22,51,199071,8,2,"Musical","1981"
"42nd-street-3963",1987-03-01,43,172484,8,2,"Musical","1981"
"42nd-street-3963",1987-03-08,45,185438,8,2,"Musical","1981"
"42nd-street-3963",1987-03-15,53,209009,8,2,"Musical","1981"
"42nd-street-3963",1985-12-08,71,314035,8,2,"Musical","1981"
"42nd-street-3963",1985-12-15,65,280345,8,2,"Musical","1981"
"42nd-street-3963",1987-04-05,53,223142,8,2,"Musical","1981"
"42nd-street-3963",1987-04-12,55,219136,8,2,"Musical","1981"
"42nd-street-3963",1987-04-19,73,278714,8,2,"Musical","1981"
"42nd-street-3963",1988-08-07,73,238615,8,2,"Musical","1981"
"42nd-street-3963",1988-08-14,76,258212,8,2,"Musical","1981"
"42nd-street-3963",1988-08-21,74,254477,8,2,"Musical","1981"
"42nd-street-3963",1988-08-28,66,227057,8,2,"Musical","1981"
"42nd-street-3963",1988-09-04,57,194897,8,2,"Musical","1981"
"42nd-street-3963",1988-09-11,51,175965,8,2,"Musical","1981"
"42nd-street-3963",1988-09-18,55,206488,8,2,"Musical","1981"
"42nd-street-3963",1988-09-25,52,186968,8,2,"Musical","1981"
"42nd-street-3963",1988-10-02,51,196443,8,2,"Musical","1981"
"42nd-street-3963",1988-10-09,68,246622,8,2,"Musical","1981"
"42nd-street-3963",1988-10-16,63,235112,8,2,"Musical","1981"
"42nd-street-3963",1988-10-23,67,234977,8,2,"Musical","1981"
"42nd-street-3963",1988-10-30,56,188789,8,2,"Musical","1981"
"42nd-street-3963",1988-11-06,56,197394,8,2,"Musical","1981"
"42nd-street-3963",1988-11-13,57,225998,8,2,"Musical","1981"
"42nd-street-3963",1988-11-20,50,189455,8,2,"Musical","1981"
"42nd-street-3963",1988-11-27,66,247697,8,2,"Musical","1981"
"42nd-street-3963",1988-12-04,57,217098,8,2,"Musical","1981"
"42nd-street-3963",1988-12-11,60,233725,8,2,"Musical","1981"
"42nd-street-3963",1988-12-18,42,156160,8,2,"Musical","1981"
"42nd-street-3963",1988-12-25,30,110879,8,2,"Musical","1981"
"42nd-street-3963",1989-01-01,85,374942,8,2,"Musical","1981"
"42nd-street-3963",1989-01-08,47,203079,8,2,"Musical","1981"
"42nd-street-3963",1987-06-07,61,227350,8,2,"Musical","1981"
"42nd-street-3963",1987-06-14,63,245554,8,2,"Musical","1981"
"42nd-street-3963",1985-09-29,57,233486,8,2,"Musical","1981"
"42nd-street-3963",1985-10-06,63,262310,8,2,"Musical","1981"
"42nd-street-3963",1985-10-13,76,321796,8,2,"Musical","1981"
"42nd-street-3963",1985-10-20,78,319742,8,2,"Musical","1981"
"42nd-street-3963",1985-10-27,74,302477,8,2,"Musical","1981"
"42nd-street-3963",1985-11-03,61,260710,8,2,"Musical","1981"
"42nd-street-3963",1985-11-10,81,325960,8,2,"Musical","1981"
"42nd-street-3963",1985-11-17,68,289927,8,2,"Musical","1981"
"42nd-street-3963",1985-11-24,60,253825,8,2,"Musical","1981"
"42nd-street-3963",1985-12-01,84,366677,8,2,"Musical","1981"
"42nd-street-3963",1980-10-19,104,265740,8,2,"Musical","1981"
"42nd-street-3963",1980-10-26,104,309853,8,2,"Musical","1981"
"42nd-street-3963",1985-12-22,45,193717,8,2,"Musical","1981"
"42nd-street-3963",1985-12-29,86,391800,8,2,"Musical","1981"
"42nd-street-3963",1986-01-05,77,321410,8,2,"Musical","1981"
"42nd-street-3963",1986-01-12,49,211864,8,2,"Musical","1981"
"42nd-street-3963",1986-01-19,50,216503,8,2,"Musical","1981"
"42nd-street-3963",1986-01-26,39,168256,8,2,"Musical","1981"
"42nd-street-3963",1986-02-02,38,160221,8,2,"Musical","1981"
"42nd-street-3963",1986-02-09,34,145554,8,2,"Musical","1981"
"42nd-street-3963",1986-02-16,55,241161,8,2,"Musical","1981"
"42nd-street-3963",1986-02-23,50,204408,8,2,"Musical","1981"
"42nd-street-3963",1986-03-02,44,179346,8,2,"Musical","1981"
"42nd-street-3963",1986-03-09,50,187598,8,2,"Musical","1981"
"42nd-street-3963",1986-03-16,59,223095,8,2,"Musical","1981"
"42nd-street-3963",1986-03-23,57,234218,8,2,"Musical","1981"
"42nd-street-3963",1986-03-30,73,285103,8,2,"Musical","1981"
"42nd-street-3963",1986-04-06,67,262723,8,2,"Musical","1981"
"42nd-street-3963",1986-04-13,54,220125,8,2,"Musical","1981"
"42nd-street-3963",1986-04-20,59,246346,8,2,"Musical","1981"
"42nd-street-3963",1986-04-27,65,264987,8,2,"Musical","1981"
"42nd-street-3963",1986-05-04,64,260372,8,2,"Musical","1981"
"42nd-street-3963",1986-05-11,60,240189,8,2,"Musical","1981"
"42nd-street-3963",1986-05-18,61,248552,8,2,"Musical","1981"
"42nd-street-3963",1986-05-25,71,277929,8,2,"Musical","1981"
"42nd-street-3963",1986-06-01,56,214028,8,2,"Musical","1981"
"42nd-street-3963",1984-06-10,86,360507,8,2,"Musical","1981"
"42nd-street-3963",1984-06-17,83,340706,8,2,"Musical","1981"
"42nd-street-3963",1984-06-24,88,361439,8,2,"Musical","1981"
"42nd-street-3963",1984-07-01,85,338392,8,2,"Musical","1981"
"42nd-street-3963",1981-05-24,101,375875,8,2,"Musical","1981"
"42nd-street-3963",1982-05-30,104,416705,8,2,"Musical","1981"
"42nd-street-3963",1980-08-24,17,82440,8,2,"Musical","1981"
"42nd-street-3963",1980-08-31,90,229977,8,2,"Musical","1981"
"42nd-street-3963",1980-09-07,96,243720,8,2,"Musical","1981"
"42nd-street-3963",1980-09-14,97,269294,8,2,"Musical","1981"
"42nd-street-3963",1980-09-21,102,283552,8,2,"Musical","1981"
"42nd-street-3963",1980-09-28,103,283965,8,2,"Musical","1981"
"42nd-street-3963",1980-10-05,103,292152,8,2,"Musical","1981"
"42nd-street-3963",1980-10-12,104,293164,8,2,"Musical","1981"
"42nd-street-3963",1982-01-24,103,405318,8,2,"Musical","1981"
"42nd-street-3963",1982-01-31,103,399376,8,2,"Musical","1981"
"42nd-street-3963",1980-11-02,105,301164,8,2,"Musical","1981"
"42nd-street-3963",1980-11-09,102,313975,8,2,"Musical","1981"
"42nd-street-3963",1980-11-16,103,317707,8,2,"Musical","1981"
"42nd-street-3963",1980-11-23,103,315552,8,2,"Musical","1981"
"42nd-street-3963",1981-12-06,103,403501,8,2,"Musical","1981"
"42nd-street-3963",1981-12-13,104,402710,8,2,"Musical","1981"
"42nd-street-3963",1981-12-20,101,396099,8,2,"Musical","1981"
"42nd-street-3963",1981-12-27,103,408964,8,2,"Musical","1981"
"42nd-street-3963",1982-01-03,104,433030,8,2,"Musical","1981"
"42nd-street-3963",1982-01-10,104,420056,8,2,"Musical","1981"
"42nd-street-3963",1982-01-17,104,417527,8,2,"Musical","1981"
"42nd-street-3963",1981-07-26,103,382099,8,2,"Musical","1981"
"42nd-street-3963",1981-08-02,104,380150,8,2,"Musical","1981"
"42nd-street-3963",1982-02-07,103,392502,8,2,"Musical","1981"
"42nd-street-3963",1982-02-14,102,389832,8,2,"Musical","1981"
"42nd-street-3963",1982-02-21,104,417715,8,2,"Musical","1981"
"42nd-street-3963",1982-02-28,103,397638,8,2,"Musical","1981"
"42nd-street-3963",1982-03-07,103,391239,8,2,"Musical","1981"
"42nd-street-3963",1982-03-14,103,399494,8,2,"Musical","1981"
"42nd-street-3963",1981-06-21,103,388411,8,2,"Musical","1981"
"42nd-street-3963",1981-06-28,104,394221,8,2,"Musical","1981"
"42nd-street-3963",1981-07-05,104,387054,8,2,"Musical","1981"
"42nd-street-3963",1981-07-12,104,391928,8,2,"Musical","1981"
"42nd-street-3963",1981-07-19,103,386916,8,2,"Musical","1981"
"42nd-street-3963",1981-01-11,101,347225,8,2,"Musical","1981"
"42nd-street-3963",1981-01-18,98,337769,8,2,"Musical","1981"
"42nd-street-3963",1982-05-09,103,413224,8,2,"Musical","1981"
"42nd-street-3963",1982-05-16,103,414004,8,2,"Musical","1981"
"42nd-street-3963",1982-05-23,104,418073,8,2,"Musical","1981"
"42nd-street-3963",1985-09-15,60,240626,8,2,"Musical","1981"
"42nd-street-3963",1985-09-22,60,249334,8,2,"Musical","1981"
"42nd-street-3963",1980-11-30,102,325584,8,2,"Musical","1981"
"42nd-street-3963",1980-12-07,103,322036,8,2,"Musical","1981"
"42nd-street-3963",1980-12-14,104,330089,8,2,"Musical","1981"
"42nd-street-3963",1980-12-21,102,328141,8,2,"Musical","1981"
"42nd-street-3963",1980-12-28,102,339528,8,2,"Musical","1981"
"42nd-street-3963",1981-01-04,105,354791,8,2,"Musical","1981"
"42nd-street-3963",1982-04-18,104,420144,8,2,"Musical","1981"
"42nd-street-3963",1982-04-25,104,418675,8,2,"Musical","1981"
"42nd-street-3963",1981-01-25,97,330822,8,2,"Musical","1981"
"42nd-street-3963",1981-02-01,91,315129,8,2,"Musical","1981"
"42nd-street-3963",1981-02-08,92,315839,8,2,"Musical","1981"
"42nd-street-3963",1981-02-15,96,327384,8,2,"Musical","1981"
"42nd-street-3963",1981-02-22,102,357263,8,2,"Musical","1981"
"42nd-street-3963",1981-03-01,99,340499,8,2,"Musical","1981"
"42nd-street-3963",1981-03-08,97,322690,8,2,"Musical","1981"
"42nd-street-3963",1982-03-21,103,402359,8,2,"Musical","1981"
"42nd-street-3963",1982-03-28,104,415746,8,2,"Musical","1981"
"42nd-street-3963",1982-04-04,103,404282,8,2,"Musical","1981"
"42nd-street-3963",1982-04-11,104,416504,8,2,"Musical","1981"
"42nd-street-3963",1987-04-26,71,269615,8,2,"Musical","1981"
"42nd-street-3963",1987-05-03,70,263410,8,2,"Musical","1981"
"42nd-street-3963",1982-05-02,104,414360,8,2,"Musical","1981"
"42nd-street-3963",1981-05-03,101,361837,8,2,"Musical","1981"
"42nd-street-3963",1981-05-10,101,373350,8,2,"Musical","1981"
"42nd-street-3963",1981-05-17,102,363528,8,2,"Musical","1981"
"42nd-street-3963",1985-06-09,70,282368,8,2,"Musical","1981"
"42nd-street-3963",1985-06-16,77,301417,8,2,"Musical","1981"
"42nd-street-3963",1985-06-23,74,296438,8,2,"Musical","1981"
"42nd-street-3963",1985-06-30,75,292841,8,2,"Musical","1981"
"42nd-street-3963",1981-03-15,102,340236,8,2,"Musical","1981"
"42nd-street-3963",1981-03-22,101,351470,8,2,"Musical","1981"
"42nd-street-3963",1981-03-29,102,353042,8,2,"Musical","1981"
"42nd-street-3963",1981-04-05,98,350565,8,2,"Musical","1981"
"42nd-street-3963",1981-04-12,99,354056,8,2,"Musical","1981"
"42nd-street-3963",1987-05-10,61,230400,8,2,"Musical","1981"
"42nd-street-3963",1987-05-17,69,261575,8,2,"Musical","1981"
"42nd-street-3963",1987-05-24,73,275368,8,2,"Musical","1981"
"42nd-street-3963",1987-05-31,60,228068,8,2,"Musical","1981"
"42nd-street-3963",1985-09-08,55,219745,8,2,"Musical","1981"
"42nd-street-3963",1985-07-07,63,235685,8,2,"Musical","1981"
"42nd-street-3963",1985-07-14,65,252046,8,2,"Musical","1981"
"42nd-street-3963",1985-07-21,74,292708,8,2,"Musical","1981"
"42nd-street-3963",1985-07-28,77,298993,8,2,"Musical","1981"
"42nd-street-3963",1981-04-19,101,376943,8,2,"Musical","1981"
"42nd-street-3963",1981-04-26,102,385654,8,2,"Musical","1981"
"42nd-street-3963",1985-08-25,89,341894,8,2,"Musical","1981"
"42nd-street-3963",1985-09-01,87,343578,8,2,"Musical","1981"
"42nd-street-3963",1985-08-04,70,273645,8,2,"Musical","1981"
"42nd-street-3963",1985-08-11,76,295896,8,2,"Musical","1981"
"42nd-street-3963",1985-08-18,79,347623,8,2,"Musical","1981"
"700-sundays-383054",2005-02-20,102,799998,1,1,"Play","2005"
"700-sundays-383054",2005-02-13,99,749982,1,1,"Play","2005"
"700-sundays-383054",2005-03-27,102,765485,1,1,"Play","2005"
"700-sundays-383054",2005-02-27,101,780945,1,1,"Play","2005"
"700-sundays-383054",2005-02-06,100,751561,1,1,"Play","2005"
"700-sundays-383054",2005-06-05,101,497629,1,1,"Play","2005"
